timestamp,SHC_code,target_temp_min,target_temp_max,current_internal_temp,door_open_count_1h,cumulative_door_open_duration_1h,ambient_dry_bulb_temp,external_relative_humidity,weather_condition,equipment_age_years,compressor_duty_cycle_ratio_2h,defrost_cycle_active,cargo_volume_utilization_ratio,excursion_risk_score
"24:06:2025, 08:51",CRT,15.00,25.00,20.58,11,303,45.51,44.38,Clear,2.81,1.00,0,0.56,0.52
"24:06:2025, 09:12",PIL,2.00,8.00,7.13,12,394,43.60,25.65,Clear,2.59,1.00,0,0.40,0.77
"24:06:2025, 09:33",COL,2.00,8.00,6.55,9,157,43.76,38.55,Clear,1.58,1.00,0,0.58,0.66
"24:06:2025, 09:54",FRO,-30.00,-18.00,-25.43,13,294,44.49,26.76,Clear,1.89,1.00,0,0.57,0.38
"24:06:2025, 10:15",CRT,15.00,25.00,20.40,8,228,43.41,41.83,Clear,3.19,1.00,0,0.45,0.50
"24:06:2025, 10:36",PIL,2.00,8.00,7.51,15,550,43.44,46.77,Clear,1.92,1.00,0,0.36,0.83
"24:06:2025, 10:57",COL,2.00,8.00,6.81,16,258,43.86,48.62,Clear,1.45,1.00,0,0.56,0.70
"24:06:2025, 11:18",FRO,-30.00,-18.00,-25.26,15,576,41.35,26.61,Clear,2.43,1.00,0,0.59,0.40
"24:06:2025, 11:39",CRT,15.00,25.00,20.36,17,251,41.69,46.93,Clear,3.16,1.00,0,0.58,0.48
"24:06:2025, 12:00",PIL,2.00,8.00,6.57,11,275,40.29,42.18,Clear,0.68,1.00,0,0.43,0.69
"24:06:2025, 12:21",COL,2.00,8.00,11.09,17,660,40.98,42.54,Clear,2.94,1.00,0,0.74,1.00
"24:06:2025, 12:42",FRO,-30.00,-18.00,-21.65,19,734,40.06,27.37,Clear,1.08,1.00,0,0.59,0.92
"24:06:2025, 13:03",CRT,15.00,25.00,20.61,15,474,41.05,40.58,Clear,1.88,1.00,0,0.47,0.54
"24:06:2025, 13:24",PIL,2.00,8.00,6.40,11,208,40.26,51.97,Clear,2.53,1.00,0,0.53,0.65
"24:06:2025, 13:45",COL,2.00,8.00,6.75,13,326,40.88,35.43,Clear,0.54,1.00,0,0.53,0.70
"24:06:2025, 14:06",FRO,-30.00,-18.00,-25.35,15,519,40.13,47.31,Clear,2.68,1.00,0,0.61,0.39
"24:06:2025, 14:27",CRT,15.00,25.00,20.28,15,227,40.50,39.19,Clear,1.48,1.00,0,0.58,0.47
"24:06:2025, 14:48",PIL,2.00,8.00,6.66,12,319,39.99,44.23,Clear,3.38,1.00,0,0.57,0.69
"24:06:2025, 15:09",COL,2.00,8.00,6.59,8,286,40.20,43.58,Clear,2.07,1.00,0,0.66,0.67
"24:06:2025, 15:30",FRO,-30.00,-18.00,-25.62,8,248,39.59,52.55,Clear,3.00,1.00,0,0.64,0.36
"24:06:2025, 15:51",CRT,15.00,25.00,20.50,12,455,38.90,25.25,Clear,1.13,1.00,0,0.55,0.52
"24:06:2025, 16:12",PIL,2.00,8.00,7.00,17,508,38.40,29.38,Clear,3.02,1.00,0,0.51,0.75
"24:06:2025, 16:33",COL,2.00,8.00,6.64,14,344,39.06,26.09,Clear,2.92,1.00,0,0.51,0.69
"24:06:2025, 16:54",FRO,-30.00,-18.00,-25.37,14,534,39.07,43.52,Clear,3.74,1.00,0,0.59,0.39
"24:06:2025, 17:15",CRT,15.00,25.00,20.37,13,383,37.89,24.37,Clear,1.78,1.00,0,0.38,0.51
"24:06:2025, 17:36",PIL,2.00,8.00,6.78,13,400,39.04,33.05,Clear,1.79,1.00,0,0.49,0.72
"24:06:2025, 17:57",COL,2.00,8.00,6.55,16,330,38.30,25.27,Clear,2.23,1.00,0,0.55,0.68
"24:06:2025, 18:18",FRO,-30.00,-18.00,-25.50,11,399,39.00,34.75,Clear,2.25,1.00,0,0.55,0.38
"24:06:2025, 18:39",CRT,15.00,25.00,20.25,12,264,38.57,34.02,Clear,2.94,1.00,0,0.72,0.46
"24:06:2025, 19:00",PIL,2.00,8.00,6.10,6,137,38.66,47.25,Clear,2.49,1.00,0,0.64,0.60
"24:06:2025, 19:21",COL,2.00,8.00,6.12,7,194,37.25,32.76,Clear,2.46,1.00,0,0.47,0.63
"24:06:2025, 19:42",FRO,-30.00,-18.00,-25.74,5,181,37.60,41.14,Clear,2.51,1.00,0,0.38,0.37
"24:06:2025, 20:03",CRT,15.00,25.00,20.23,10,272,37.75,50.20,Clear,1.64,1.00,0,0.49,0.48
"24:06:2025, 20:24",PIL,2.00,8.00,6.33,8,208,39.40,31.42,Clear,1.54,1.00,0,0.48,0.65
"24:06:2025, 20:45",COL,2.00,8.00,6.11,7,105,39.81,22.63,Clear,0.87,1.00,0,0.50,0.61
"24:06:2025, 21:06",FRO,-30.00,-18.00,-25.79,5,85,39.00,43.33,Clear,1.79,1.00,0,0.54,0.35
"24:06:2025, 21:27",CRT,15.00,25.00,19.92,3,29,37.48,33.14,Clear,3.60,1.00,0,0.69,0.41
"24:06:2025, 21:48",PIL,2.00,8.00,6.51,9,260,39.96,26.62,Clear,1.64,1.00,0,0.52,0.67
"24:06:2025, 22:09",COL,2.00,8.00,6.52,9,278,39.52,41.99,Clear,2.58,1.00,0,0.51,0.67
"24:06:2025, 22:30",FRO,-30.00,-18.00,-25.86,0,6,39.10,44.69,Clear,2.26,1.00,0,0.73,0.32
"24:06:2025, 22:51",CRT,15.00,25.00,20.32,8,242,40.82,33.72,Clear,0.54,1.00,0,0.50,0.49
"24:06:2025, 23:12",PIL,2.00,8.00,6.15,3,100,40.56,54.91,Clear,2.52,1.00,0,0.60,0.61
"24:06:2025, 23:33",COL,2.00,8.00,6.50,6,189,42.06,39.00,Clear,3.37,1.00,0,0.54,0.66
"24:06:2025, 23:54",FRO,-30.00,-18.00,-25.55,10,261,41.67,27.09,Clear,3.08,1.00,0,0.53,0.37
"25:06:2025, 00:15",CRT,15.00,25.00,20.27,4,147,42.74,32.73,Clear,0.52,1.00,0,0.61,0.46
"25:06:2025, 00:36",PIL,2.00,8.00,6.43,6,198,40.95,48.07,Clear,2.02,1.00,0,0.57,0.65
"25:06:2025, 00:57",COL,2.00,8.00,6.45,5,195,41.32,25.76,Clear,1.27,1.00,0,0.46,0.67
"25:06:2025, 01:18",FRO,-30.00,-18.00,-25.70,3,72,42.27,24.09,Clear,2.35,1.00,0,0.55,0.35
"25:06:2025, 01:39",CRT,15.00,25.00,20.38,10,262,41.86,28.73,Clear,2.30,1.00,0,0.52,0.49
"25:06:2025, 02:00",PIL,2.00,8.00,6.21,4,46,43.00,47.70,Clear,1.40,1.00,0,0.50,0.62
"25:06:2025, 02:21",COL,2.00,8.00,6.73,5,228,43.69,47.30,Clear,3.36,1.00,0,0.61,0.68
"25:06:2025, 02:42",FRO,-30.00,-18.00,-25.69,3,52,43.33,44.59,Clear,2.89,1.00,0,0.71,0.34
"25:06:2025, 03:03",CRT,15.00,25.00,20.50,8,314,43.15,43.50,Clear,3.14,1.00,0,0.53,0.51
"25:06:2025, 03:24",PIL,2.00,8.00,6.58,7,190,43.06,50.75,Clear,1.82,1.00,0,0.51,0.68
"25:06:2025, 03:45",COL,2.00,8.00,6.76,10,237,43.83,35.80,Clear,2.23,1.00,0,0.44,0.71
"25:06:2025, 04:06",FRO,-30.00,-18.00,-25.57,6,173,43.65,25.99,Clear,2.87,1.00,0,0.44,0.37
"25:06:2025, 04:27",CRT,15.00,25.00,20.53,7,304,44.32,50.98,Clear,1.22,1.00,0,0.49,0.52
"25:06:2025, 04:48",PIL,2.00,8.00,7.34,12,423,45.24,48.95,Clear,2.01,1.00,0,0.64,0.77
"25:06:2025, 05:09",COL,2.00,8.00,7.07,12,329,44.90,53.95,Clear,2.26,1.00,0,0.58,0.74
"25:06:2025, 05:30",FRO,-30.00,-18.00,-25.44,8,257,45.43,51.87,Clear,1.92,1.00,0,0.64,0.37
"25:06:2025, 05:51",CRT,15.00,25.00,20.25,3,67,44.70,35.14,Clear,2.05,1.00,0,0.54,0.46
"25:06:2025, 06:12",PIL,2.00,8.00,7.22,11,345,46.24,27.01,Clear,1.77,1.00,0,0.56,0.76
"25:06:2025, 06:33",COL,2.00,8.00,6.67,7,147,45.47,49.54,Clear,3.27,1.00,0,0.60,0.67
"25:06:2025, 06:54",FRO,-30.00,-18.00,-25.53,4,167,45.04,25.40,Clear,2.04,1.00,0,0.52,0.37
"25:06:2025, 07:15",CRT,15.00,25.00,20.39,7,204,43.76,40.87,Clear,2.89,1.00,0,0.39,0.50
"25:06:2025, 07:36",PIL,2.00,8.00,6.45,6,110,43.88,29.34,Clear,2.67,1.00,0,0.43,0.66
"25:06:2025, 07:57",COL,2.00,8.00,6.78,6,223,44.58,31.63,Clear,2.19,1.00,0,0.61,0.69
"25:06:2025, 08:18",FRO,-30.00,-18.00,-25.43,14,261,45.62,26.60,Clear,3.29,1.00,0,0.58,0.38
"25:06:2025, 08:39",CRT,15.00,25.00,20.56,13,320,44.43,35.80,Clear,1.34,1.00,0,0.67,0.50
"25:06:2025, 09:00",PIL,2.00,8.00,7.53,13,506,45.01,23.58,Clear,0.50,1.00,0,0.60,0.80
"25:06:2025, 09:21",COL,2.00,8.00,7.03,14,367,43.15,32.89,Clear,2.60,1.00,0,0.53,0.74
"25:06:2025, 09:42",FRO,-30.00,-18.00,-25.24,14,530,43.41,43.54,Clear,2.83,1.00,0,0.61,0.40
"25:06:2025, 10:03",CRT,15.00,25.00,20.56,12,342,43.87,37.52,Clear,1.06,1.00,0,0.41,0.53
"25:06:2025, 10:24",PIL,2.00,8.00,7.24,12,439,43.52,24.78,Clear,1.48,1.00,0,0.59,0.76
"25:06:2025, 10:45",COL,2.00,8.00,7.17,12,397,43.97,46.89,Clear,1.22,1.00,0,0.40,0.77
"25:06:2025, 11:06",FRO,-30.00,-18.00,-25.49,9,270,43.10,44.30,Clear,0.84,1.00,0,0.60,0.37
"25:06:2025, 11:27",CRT,15.00,25.00,20.42,12,241,43.44,36.18,Clear,1.30,1.00,0,0.84,0.47
"25:06:2025, 11:48",PIL,2.00,8.00,6.77,10,265,43.14,52.03,Clear,3.45,1.00,0,0.59,0.69
"25:06:2025, 12:09",COL,2.00,8.00,7.33,15,545,41.35,50.29,Clear,2.27,1.00,0,0.68,0.77
"25:06:2025, 12:30",FRO,-30.00,-18.00,-25.30,15,534,41.34,36.48,Clear,2.37,1.00,0,0.69,0.39
"25:06:2025, 12:51",CRT,15.00,25.00,20.59,15,452,41.23,52.08,Clear,2.87,1.00,0,0.46,0.54
"25:06:2025, 13:12",PIL,2.00,8.00,6.79,9,325,41.43,43.87,Clear,1.93,1.00,0,0.51,0.71
"25:06:2025, 13:33",COL,2.00,8.00,6.74,16,343,40.28,37.64,Clear,0.50,1.00,0,0.59,0.70
"25:06:2025, 13:54",FRO,-30.00,-18.00,-21.74,17,616,40.81,25.37,Clear,3.68,1.00,0,0.54,0.92
"25:06:2025, 14:15",CRT,15.00,25.00,20.49,13,412,39.75,49.92,Clear,2.67,1.00,0,0.51,0.52
"25:06:2025, 14:36",PIL,2.00,8.00,6.96,15,424,40.46,31.64,Clear,3.70,1.00,0,0.69,0.72
"25:06:2025, 14:57",COL,2.00,8.00,6.87,15,414,39.74,39.98,Clear,2.68,1.00,0,0.68,0.71
"25:06:2025, 15:18",FRO,-30.00,-18.00,-25.61,13,309,37.97,37.35,Clear,0.73,1.00,0,0.71,0.36
"25:06:2025, 15:39",CRT,15.00,25.00,20.08,9,177,37.04,27.58,Clear,1.89,1.00,0,0.60,0.44
"25:06:2025, 16:00",PIL,2.00,8.00,6.81,12,443,37.98,48.97,Clear,0.69,1.00,0,0.65,0.70
"25:06:2025, 16:21",COL,2.00,8.00,6.66,13,378,38.20,30.05,Clear,2.99,1.00,0,0.45,0.71
"25:06:2025, 16:42",FRO,-30.00,-18.00,-25.50,13,403,38.90,49.23,Clear,3.72,1.00,0,0.64,0.37
"25:06:2025, 17:03",CRT,15.00,25.00,20.04,8,118,37.90,22.35,Clear,2.69,1.00,0,0.53,0.44
"25:06:2025, 17:24",PIL,2.00,8.00,6.41,13,230,39.70,50.97,Clear,2.74,1.00,0,0.57,0.65
"25:06:2025, 17:45",COL,2.00,8.00,6.28,10,237,37.82,47.43,Clear,1.19,1.00,0,0.65,0.63
"25:06:2025, 18:06",FRO,-30.00,-18.00,-25.69,10,254,37.20,26.21,Clear,0.91,1.00,0,0.62,0.36
"25:06:2025, 18:27",CRT,15.00,25.00,24.37,18,736,39.35,51.75,Clear,1.76,1.00,0,0.63,0.92
"25:06:2025, 18:48",PIL,2.00,8.00,7.12,14,588,37.34,30.53,Clear,2.42,1.00,0,0.65,0.75
"25:06:2025, 19:09",COL,2.00,8.00,6.43,9,300,37.80,38.87,Clear,0.50,1.00,0,0.56,0.66
"25:06:2025, 19:30",FRO,-30.00,-18.00,-25.75,6,168,37.69,41.28,Clear,3.20,1.00,0,0.52,0.35
"25:06:2025, 19:51",CRT,15.00,25.00,20.11,4,155,38.50,37.46,Clear,1.18,1.00,0,0.50,0.45
"25:06:2025, 20:12",PIL,2.00,8.00,5.84,1,53,38.10,44.27,Clear,2.44,1.00,0,0.67,0.56
"25:06:2025, 20:33",COL,2.00,8.00,6.46,10,300,38.09,23.26,Clear,3.01,1.00,0,0.48,0.67
"25:06:2025, 20:54",FRO,-30.00,-18.00,-25.66,7,257,37.91,40.68,Clear,3.60,1.00,0,0.50,0.37
"25:06:2025, 21:15",CRT,15.00,25.00,19.99,1,34,39.29,35.75,Clear,4.01,1.00,0,0.47,0.44
"25:06:2025, 21:36",PIL,2.00,8.00,6.25,6,140,40.50,43.51,Clear,0.50,1.00,0,0.56,0.63
"25:06:2025, 21:57",COL,2.00,8.00,6.01,6,125,38.00,33.06,Clear,2.32,1.00,0,0.58,0.59
"25:06:2025, 22:18",FRO,-30.00,-18.00,-25.50,8,356,40.20,24.26,Clear,3.05,1.00,0,0.44,0.39
"25:06:2025, 22:39",CRT,15.00,25.00,20.34,7,299,39.72,23.00,Clear,1.92,1.00,0,0.54,0.49
"25:06:2025, 23:00",PIL,2.00,8.00,6.42,7,220,40.18,30.12,Clear,1.85,1.00,0,0.68,0.64
"25:06:2025, 23:21",COL,2.00,8.00,6.51,8,266,39.79,28.50,Clear,1.39,1.00,0,0.62,0.66
"25:06:2025, 23:42",FRO,-30.00,-18.00,-25.73,4,100,40.65,25.36,Clear,1.21,1.00,0,0.64,0.35
"26:06:2025, 00:03",CRT,15.00,25.00,20.41,9,300,41.27,26.36,Clear,1.44,1.00,0,0.66,0.48
"26:06:2025, 00:24",PIL,2.00,8.00,6.97,9,393,41.54,32.38,Clear,2.25,1.00,0,0.57,0.73
"26:06:2025, 00:45",COL,2.00,8.00,6.63,9,259,41.48,28.06,Clear,2.33,1.00,0,0.57,0.68
"26:06:2025, 01:06",FRO,-30.00,-18.00,-25.62,4,141,43.04,26.92,Clear,2.52,1.00,0,0.59,0.36
"26:06:2025, 01:27",CRT,15.00,25.00,20.18,8,132,40.96,48.88,Clear,2.12,1.00,0,0.71,0.44
"26:06:2025, 01:48",PIL,2.00,8.00,6.20,1,21,43.63,42.10,Clear,0.50,1.00,0,0.44,0.63
"26:06:2025, 02:09",COL,2.00,8.00,7.02,9,346,43.66,31.63,Clear,2.77,1.00,0,0.76,0.71
"26:06:2025, 02:30",FRO,-30.00,-18.00,-25.40,9,358,43.47,30.01,Clear,2.47,1.00,0,0.58,0.38
"26:06:2025, 02:51",CRT,15.00,25.00,20.28,5,100,44.34,54.24,Clear,1.52,1.00,0,0.61,0.46
"26:06:2025, 03:12",PIL,2.00,8.00,6.97,9,314,44.01,37.95,Clear,1.15,1.00,0,0.57,0.72
"26:06:2025, 03:33",COL,2.00,8.00,6.31,2,81,43.05,49.59,Clear,1.79,1.00,0,0.77,0.60
"26:06:2025, 03:54",FRO,-30.00,-18.00,-25.51,7,239,43.56,36.50,Clear,0.60,1.00,0,0.63,0.37
"26:06:2025, 04:15",CRT,15.00,25.00,20.36,8,186,43.72,27.91,Clear,3.10,1.00,0,0.64,0.47
"26:06:2025, 04:36",PIL,2.00,8.00,6.43,5,79,44.71,28.36,Clear,2.04,1.00,0,0.46,0.66
"26:06:2025, 04:57",COL,2.00,8.00,6.37,2,71,44.13,50.95,Clear,2.45,1.00,0,0.53,0.64
"26:06:2025, 05:18",FRO,-30.00,-18.00,-25.64,2,61,44.62,40.70,Clear,1.55,1.00,0,0.70,0.35
"26:06:2025, 05:39",CRT,15.00,25.00,20.31,4,145,43.83,22.79,Clear,2.23,1.00,0,0.75,0.46
"26:06:2025, 06:00",PIL,2.00,8.00,6.83,10,258,44.10,36.22,Clear,1.01,1.00,0,0.65,0.69
"26:06:2025, 06:21",COL,2.00,8.00,6.83,6,175,46.70,42.98,Clear,3.34,1.00,0,0.61,0.69
"26:06:2025, 06:42",FRO,-30.00,-18.00,-25.65,5,73,44.17,24.46,Clear,2.36,1.00,0,0.62,0.35
"26:06:2025, 07:03",CRT,15.00,25.00,20.44,3,163,46.38,35.00,Clear,2.40,1.00,0,0.71,0.48
"26:06:2025, 07:24",PIL,2.00,8.00,6.61,5,151,44.66,23.56,Clear,1.23,1.00,0,0.77,0.65
"26:06:2025, 07:45",COL,2.00,8.00,6.82,8,249,44.26,22.24,Clear,2.88,1.00,0,0.50,0.71
"26:06:2025, 08:06",FRO,-30.00,-18.00,-25.42,11,299,44.74,48.84,Clear,3.52,1.00,0,0.60,0.38
"26:06:2025, 08:27",CRT,15.00,25.00,20.76,11,451,45.34,28.73,Clear,3.58,1.00,0,0.51,0.55
"26:06:2025, 08:48",PIL,2.00,8.00,7.03,14,350,43.73,36.72,Clear,1.19,1.00,0,0.56,0.74
"26:06:2025, 09:09",COL,2.00,8.00,7.00,17,359,42.99,28.72,Clear,0.50,1.00,0,0.69,0.72
"26:06:2025, 09:30",FRO,-30.00,-18.00,-25.35,11,384,44.48,46.93,Clear,1.97,1.00,0,0.52,0.39
"26:06:2025, 09:51",CRT,15.00,25.00,20.48,14,266,44.18,40.62,Clear,3.54,1.00,0,0.64,0.49
"26:06:2025, 10:12",PIL,2.00,8.00,6.68,13,191,44.30,32.25,Clear,3.47,1.00,0,0.68,0.67
"26:06:2025, 10:33",COL,2.00,8.00,7.10,14,374,43.83,44.09,Clear,3.23,1.00,0,0.67,0.73
"26:06:2025, 10:54",FRO,-30.00,-18.00,-25.45,8,326,42.85,50.61,Clear,2.87,1.00,0,0.67,0.37
"26:06:2025, 11:15",CRT,15.00,25.00,20.79,16,583,42.15,52.54,Clear,3.16,1.00,0,0.76,0.54
"26:06:2025, 11:36",PIL,2.00,8.00,6.85,13,290,43.27,43.19,Clear,1.19,1.00,0,0.64,0.70
"26:06:2025, 11:57",COL,2.00,8.00,7.21,12,431,43.44,22.39,Clear,1.96,1.00,0,0.61,0.76
"26:06:2025, 12:18",FRO,-30.00,-18.00,-25.41,14,420,41.27,33.14,Clear,2.89,1.00,0,0.70,0.38
"26:06:2025, 12:39",CRT,15.00,25.00,20.59,14,406,42.47,40.35,Clear,1.65,1.00,0,0.47,0.53
"26:06:2025, 13:00",PIL,2.00,8.00,6.97,12,403,41.34,34.44,Clear,1.70,1.00,0,0.55,0.73
"26:06:2025, 13:21",COL,2.00,8.00,6.69,14,350,39.39,36.79,Clear,1.42,1.00,0,0.71,0.68
"26:06:2025, 13:42",FRO,-30.00,-18.00,-25.58,9,241,41.06,37.98,Clear,2.17,1.00,0,0.61,0.36
"26:06:2025, 14:03",CRT,15.00,25.00,20.52,12,428,40.17,33.45,Clear,2.17,1.00,0,0.62,0.51
"26:06:2025, 14:24",PIL,2.00,8.00,6.50,14,284,39.16,42.03,Clear,2.82,1.00,0,0.64,0.66
"26:06:2025, 14:45",COL,2.00,8.00,6.95,13,487,38.45,24.40,Clear,3.01,1.00,0,0.74,0.71
"26:06:2025, 15:06",FRO,-30.00,-18.00,-25.52,11,393,38.26,43.27,Clear,0.50,1.00,0,0.61,0.37
"26:06:2025, 15:27",CRT,15.00,25.00,20.42,14,384,39.07,50.00,Clear,1.17,1.00,0,0.67,0.49
"26:06:2025, 15:48",PIL,2.00,8.00,6.53,19,313,38.65,40.13,Clear,3.01,1.00,0,0.75,0.65
"26:06:2025, 16:09",COL,2.00,8.00,6.90,15,488,37.79,54.76,Clear,0.50,1.00,0,0.53,0.73
"26:06:2025, 16:30",FRO,-30.00,-18.00,-25.64,8,248,39.01,52.68,Clear,1.93,1.00,0,0.59,0.36
"26:06:2025, 16:51",CRT,15.00,25.00,20.34,14,303,39.45,28.45,Clear,3.32,1.00,0,0.53,0.49
"26:06:2025, 17:12",PIL,2.00,8.00,6.56,9,358,37.56,41.59,Clear,2.36,1.00,0,0.48,0.69
"26:06:2025, 17:33",COL,2.00,8.00,6.30,14,264,37.30,49.12,Clear,3.34,1.00,0,0.62,0.63
"26:06:2025, 17:54",FRO,-30.00,-18.00,-25.61,14,301,38.33,23.12,Clear,3.16,1.00,0,0.53,0.37
"26:06:2025, 18:15",CRT,15.00,25.00,20.60,15,541,38.68,23.27,Clear,2.24,1.00,0,0.74,0.51
"26:06:2025, 18:36",PIL,2.00,8.00,6.53,13,310,38.70,41.86,Clear,2.24,1.00,0,0.71,0.65
"26:06:2025, 18:57",COL,2.00,8.00,7.04,15,526,38.37,51.55,Clear,2.43,1.00,0,0.60,0.74
"26:06:2025, 19:18",FRO,-30.00,-18.00,-25.63,8,295,37.81,25.19,Clear,2.34,1.00,0,0.61,0.36
"26:06:2025, 19:39",CRT,15.00,25.00,20.04,4,125,37.55,52.65,Clear,2.78,1.00,0,0.64,0.43
"26:06:2025, 20:00",PIL,2.00,8.00,7.00,15,479,39.27,53.59,Clear,2.11,1.00,0,0.84,0.71
"26:06:2025, 20:21",COL,2.00,8.00,6.28,8,192,39.30,35.14,Clear,1.72,1.00,0,0.54,0.64
"26:06:2025, 20:42",FRO,-30.00,-18.00,-25.68,8,218,38.48,46.10,Clear,1.53,1.00,0,0.72,0.35
"26:06:2025, 21:03",CRT,15.00,25.00,20.14,8,148,39.41,52.95,Clear,1.89,1.00,0,0.62,0.45
"26:06:2025, 21:24",PIL,2.00,8.00,6.11,7,128,39.16,25.77,Clear,1.75,1.00,0,0.65,0.60
"26:06:2025, 21:45",COL,2.00,8.00,6.44,6,230,40.03,29.74,Clear,3.20,1.00,0,0.71,0.64
"26:06:2025, 22:06",FRO,-30.00,-18.00,-25.61,7,244,39.99,23.13,Clear,2.37,1.00,0,0.74,0.35
"26:06:2025, 22:27",CRT,15.00,25.00,20.12,4,94,40.52,23.53,Clear,2.49,1.00,0,0.57,0.45
"26:06:2025, 22:48",PIL,2.00,8.00,6.03,4,62,40.21,30.62,Clear,2.01,1.00,0,0.63,0.59
"26:06:2025, 23:09",COL,2.00,8.00,6.28,6,140,40.87,40.52,Clear,1.29,1.00,0,0.73,0.61
"26:06:2025, 23:30",FRO,-30.00,-18.00,-25.77,4,81,39.88,32.64,Clear,3.04,1.00,0,0.89,0.32
"26:06:2025, 23:51",CRT,15.00,25.00,20.10,3,47,41.57,31.80,Clear,2.91,1.00,0,0.54,0.44
"27:06:2025, 00:12",PIL,2.00,8.00,6.40,3,124,42.93,52.66,Clear,1.64,1.00,0,0.64,0.63
"27:06:2025, 00:33",COL,2.00,8.00,6.59,6,215,42.45,52.37,Clear,2.17,1.00,0,0.66,0.66
"27:06:2025, 00:54",FRO,-30.00,-18.00,-25.59,7,205,41.90,22.30,Clear,1.51,1.00,0,0.75,0.35
"27:06:2025, 01:15",CRT,15.00,25.00,20.29,4,133,43.59,43.36,Clear,0.50,1.00,0,0.81,0.45
"27:06:2025, 01:36",PIL,2.00,8.00,6.61,7,195,43.34,34.20,Clear,1.81,1.00,0,0.58,0.67
"27:06:2025, 01:57",COL,2.00,8.00,6.34,6,105,42.77,43.33,Clear,2.36,1.00,0,0.75,0.61
"27:06:2025, 02:18",FRO,-30.00,-18.00,-25.74,4,0,43.22,42.52,Clear,0.50,1.00,0,0.51,0.35
"27:06:2025, 02:39",CRT,15.00,25.00,20.57,10,396,42.31,28.29,Clear,2.51,1.00,0,0.73,0.50
"27:06:2025, 03:00",PIL,2.00,8.00,6.68,12,216,43.48,54.77,Clear,1.04,1.00,0,0.45,0.70
"27:06:2025, 03:21",COL,2.00,8.00,6.21,3,49,42.81,49.13,Clear,2.47,1.00,0,0.68,0.60
"27:06:2025, 03:42",FRO,-30.00,-18.00,-25.56,7,149,44.60,22.13,Clear,2.00,1.00,0,0.73,0.35
"27:06:2025, 04:03",CRT,15.00,25.00,20.31,2,119,44.46,48.53,Clear,3.14,1.00,0,0.68,0.46
"27:06:2025, 04:24",PIL,2.00,8.00,6.65,7,142,45.42,49.41,Clear,2.60,1.00,0,0.67,0.66
"27:06:2025, 04:45",COL,2.00,8.00,6.14,0,0,43.54,36.51,Clear,1.08,1.00,0,0.66,0.59
"27:06:2025, 05:06",FRO,-30.00,-18.00,-25.61,4,58,45.71,26.54,Clear,1.70,1.00,0,0.74,0.35
"27:06:2025, 05:27",CRT,15.00,25.00,20.91,13,589,44.82,45.61,Clear,2.35,1.00,0,0.64,0.57
"27:06:2025, 05:48",PIL,2.00,8.00,6.61,5,128,45.40,50.32,Clear,2.74,1.00,0,0.69,0.65
"27:06:2025, 06:09",COL,2.00,8.00,7.30,14,404,45.34,26.60,Clear,1.88,1.00,0,0.50,0.78
"27:06:2025, 06:30",FRO,-30.00,-18.00,-25.54,8,141,45.58,35.14,Clear,2.33,1.00,0,0.64,0.36
"27:06:2025, 06:51",CRT,15.00,25.00,20.39,5,180,44.54,54.51,Clear,3.30,1.00,0,0.57,0.48
"27:06:2025, 07:12",PIL,2.00,8.00,6.72,7,211,44.11,53.48,Clear,0.50,1.00,0,0.70,0.67
"27:06:2025, 07:33",COL,2.00,8.00,6.64,6,178,44.16,48.15,Clear,1.36,1.00,0,0.65,0.67
"27:06:2025, 07:54",FRO,-30.00,-18.00,-25.42,13,288,44.97,46.62,Clear,3.09,1.00,0,0.70,0.37
"27:06:2025, 08:15",CRT,15.00,25.00,20.44,7,213,44.95,30.34,Clear,1.74,1.00,0,0.65,0.49
"27:06:2025, 08:36",PIL,2.00,8.00,7.34,17,422,45.35,31.82,Clear,0.50,1.00,0,0.68,0.76
"27:06:2025, 08:57",COL,2.00,8.00,7.13,10,339,45.34,24.40,Clear,1.84,1.00,0,0.72,0.73
"27:06:2025, 09:18",FRO,-30.00,-18.00,-25.41,11,329,44.03,31.78,Clear,2.34,1.00,0,0.83,0.36
"27:06:2025, 09:39",CRT,15.00,25.00,20.55,12,343,43.64,53.10,Clear,1.19,1.00,0,0.61,0.51
"27:06:2025, 10:00",PIL,2.00,8.00,6.75,18,268,42.73,38.79,Clear,1.66,1.00,0,0.70,0.68
"27:06:2025, 10:21",COL,2.00,8.00,6.89,11,327,42.62,29.59,Clear,2.87,1.00,0,0.56,0.72
"27:06:2025, 10:42",FRO,-30.00,-18.00,-25.42,18,374,42.37,52.60,Clear,1.92,1.00,0,0.63,0.38
"27:06:2025, 11:03",CRT,15.00,25.00,20.40,10,229,43.24,48.30,Clear,1.88,1.00,0,0.86,0.46
"27:06:2025, 11:24",PIL,2.00,8.00,6.64,12,250,41.88,41.60,Clear,2.53,1.00,0,0.79,0.65
"27:06:2025, 11:45",COL,2.00,8.00,6.61,13,258,41.34,27.50,Clear,0.50,1.00,0,0.59,0.67
"27:06:2025, 12:06",FRO,-30.00,-18.00,-25.46,15,332,42.23,50.60,Clear,1.98,1.00,0,0.80,0.36
"27:06:2025, 12:27",CRT,15.00,25.00,20.64,11,487,41.30,36.35,Clear,1.71,1.00,0,0.78,0.51
"27:06:2025, 12:48",PIL,2.00,8.00,7.35,16,540,41.69,39.22,Clear,0.50,1.00,0,0.57,0.78
