timestamp,SHC_code,target_temp_min,target_temp_max,current_internal_temp,door_open_count_1h,cumulative_door_open_duration_1h,ambient_dry_bulb_temp,external_relative_humidity,weather_condition,equipment_age_years,compressor_duty_cycle_ratio_2h,defrost_cycle_active,cargo_volume_utilization_ratio,excursion_risk_score
"09:04:2025, 18:27",CRT,15.0,25.0,20.1,11,462,24.01,44.78,Cloudy,9.65,1.0,0,0.93,0.41
"26:06:2025, 03:54",FRO,-30.0,-18.0,-25.51,7,239,43.56,36.5,Clear,0.6,1.0,0,0.63,0.37
"04:12:2025, 07:24",PIL,2.0,8.0,4.93,13,215,21.65,35.6,Clear,1.74,0.97,0,0.69,0.45
"08:04:2025, 12:21",COL,2.0,8.0,6.3,19,431,27.54,42.47,Cloudy,8.51,1.0,0,0.81,0.6
"24:12:2025, 16:42",FRO,-30.0,-18.0,-26.09,17,508,15.87,13.67,Sandstorm,1.63,1.0,0,0.9,0.31
"29:07:2025, 16:33",COL,2.0,8.0,6.4,8,232,39.52,51.87,Cloudy,2.73,1.0,0,0.75,0.63
"27:10:2025, 02:24",PIL,2.0,8.0,5.18,1,68,29.36,55.39,Cloudy,6.65,1.0,0,0.81,0.46
"19:01:2026, 03:48",PIL,2.0,8.0,4.82,6,174,21.56,16.6,Sandstorm,4.7,0.94,0,0.78,0.43
"26:07:2025, 04:54",FRO,-30.0,-18.0,-25.54,7,137,45.73,22.07,Clear,1.8,1.0,0,0.73,0.35
"24:09:2025, 20:33",COL,2.0,8.0,6.97,10,346,38.57,25.45,Clear,9.39,1.0,0,0.67,0.69
"12:11:2025, 20:54",FRO,-30.0,-18.0,-26.54,4,40,15.49,50.15,Clear,5.2,0.73,0,0.42,0.25
"25:12:2025, 04:57",COL,2.0,8.0,5.2,9,353,20.78,22.93,Sandstorm,1.66,1.0,0,0.8,0.48
"09:06:2025, 04:51",CRT,15.0,25.0,20.74,8,262,45.4,96.58,Rainy,3.84,1.0,1,0.82,0.69
"29:10:2025, 22:39",CRT,15.0,25.0,19.58,4,128,25.94,44.02,Cloudy,5.82,0.98,0,0.83,0.37
"19:06:2025, 09:51",CRT,15.0,25.0,20.63,14,412,43.49,51.89,Cloudy,1.77,1.0,0,0.39,0.55
"06:04:2025, 11:21",COL,2.0,8.0,6.36,16,422,28.59,64.46,Cloudy,9.52,1.0,0,0.89,0.6
"03:03:2025, 03:06",FRO,-30.0,-18.0,-25.85,8,281,30.8,24.12,Clear,4.64,1.0,0,0.59,0.35
"20:05:2025, 08:51",CRT,15.0,25.0,20.67,15,407,44.65,40.36,Cloudy,5.69,1.0,0,0.39,0.55
"13:09:2025, 15:45",COL,2.0,8.0,7.51,15,579,38.06,51.49,Clear,9.44,1.0,0,0.39,0.81
"25:12:2025, 16:09",COL,2.0,8.0,4.91,16,385,16.04,15.43,Sandstorm,1.29,0.99,0,0.85,0.45
"21:02:2026, 17:09",COL,2.0,8.0,5.18,13,364,15.68,40.56,Clear,9.06,1.0,0,0.85,0.45
"11:09:2025, 16:51",CRT,15.0,25.0,20.77,11,550,37.99,34.13,Clear,9.87,1.0,0,0.42,0.55
"27:06:2025, 14:12",PIL,2.0,8.0,7.17,14,563,38.73,45.06,Clear,1.35,1.0,0,0.76,0.74
"10:04:2025, 18:57",COL,2.0,8.0,5.75,13,319,24.12,65.46,Cloudy,9.64,1.0,0,0.77,0.53
"11:11:2025, 02:12",PIL,2.0,8.0,4.56,5,116,20.16,33.79,Clear,4.52,0.87,0,0.38,0.46
"01:09:2025, 23:24",PIL,2.0,8.0,6.65,8,177,39.83,38.06,Clear,8.49,1.0,0,0.79,0.63
"17:05:2025, 15:24",PIL,2.0,8.0,6.77,11,408,38.65,40.81,Clear,5.86,1.0,0,0.53,0.71
"26:12:2025, 08:36",PIL,2.0,8.0,5.36,15,401,21.25,14.01,Sandstorm,1.4,1.0,0,0.98,0.48
"19:04:2025, 07:21",COL,2.0,8.0,5.69,2,63,31.46,30.77,Clear,8.8,1.0,0,0.42,0.55
"02:05:2025, 02:18",FRO,-30.0,-18.0,-25.17,12,454,43.55,49.12,Clear,7.33,1.0,0,0.85,0.37
"02:08:2025, 16:06",FRO,-30.0,-18.0,-25.69,11,203,38.82,52.62,Cloudy,3.77,1.0,0,0.82,0.34
"12:03:2025, 22:39",CRT,15.0,25.0,19.86,8,256,24.48,57.97,Cloudy,7.91,1.0,0,0.62,0.41
"01:02:2026, 19:45",COL,2.0,8.0,4.19,5,120,15.36,55.48,Cloudy,6.34,0.78,0,0.47,0.42
"08:12:2025, 12:33",COL,2.0,8.0,9.34,17,677,18.57,46.99,Clear,4.19,1.0,0,0.39,1.0
"06:11:2025, 18:36",PIL,2.0,8.0,4.61,13,307,14.72,40.46,Clear,5.83,0.91,0,0.45,0.47
"18:10:2025, 12:15",CRT,15.0,25.0,20.32,16,487,28.85,13.38,Sandstorm,7.54,1.0,0,0.47,0.48
"04:07:2025, 13:30",FRO,-30.0,-18.0,-25.56,14,353,38.26,39.41,Clear,1.96,1.0,0,0.73,0.36
"24:09:2025, 03:24",PIL,2.0,8.0,7.14,7,245,43.89,49.83,Clear,8.91,1.0,0,0.76,0.7
"10:06:2025, 13:24",PIL,2.0,8.0,8.04,13,528,40.95,86.04,Rainy,3.29,1.0,0,0.62,1.0
"31:08:2025, 08:12",PIL,2.0,8.0,7.98,14,551,44.81,40.29,Clear,9.25,1.0,0,0.89,0.8
"17:09:2025, 05:30",FRO,-30.0,-18.0,-25.49,4,70,44.95,45.0,Clear,8.22,1.0,0,0.47,0.36
"18:07:2025, 10:21",COL,2.0,8.0,6.66,10,188,44.16,27.6,Clear,2.46,1.0,0,0.44,0.69
"16:03:2025, 12:03",CRT,15.0,25.0,20.01,11,280,27.53,51.21,Cloudy,7.78,1.0,0,0.47,0.43
"01:12:2025, 01:21",COL,2.0,8.0,5.13,8,313,21.13,53.39,Clear,1.13,1.0,0,0.82,0.47
"04:07:2025, 06:09",COL,2.0,8.0,7.35,13,457,44.37,51.43,Clear,3.41,1.0,0,0.78,0.75
"02:03:2025, 07:51",CRT,15.0,25.0,19.71,2,62,31.22,45.76,Clear,6.79,1.0,0,0.76,0.39
"03:09:2025, 10:45",COL,2.0,8.0,6.75,8,283,42.29,41.39,Clear,6.47,1.0,0,0.67,0.68
"14:03:2025, 18:03",CRT,15.0,25.0,20.05,11,379,25.32,47.73,Cloudy,7.41,1.0,0,0.74,0.42
"29:04:2025, 19:21",COL,2.0,8.0,5.23,6,105,24.33,44.89,Clear,7.44,1.0,0,0.75,0.45
"28:12:2025, 07:51",CRT,15.0,25.0,19.28,2,35,21.47,25.17,Sandstorm,2.12,0.84,0,0.81,0.32
"20:02:2026, 20:30",FRO,-30.0,-18.0,-26.22,12,244,15.08,22.59,Clear,8.61,1.0,0,0.77,0.29
"17:06:2025, 15:09",COL,2.0,8.0,6.92,13,479,38.34,48.39,Cloudy,2.42,1.0,0,0.29,0.76
"01:11:2025, 01:03",CRT,15.0,25.0,19.67,10,412,19.29,59.1,Cloudy,5.73,1.0,0,0.82,0.4
"10:10:2025, 22:15",CRT,15.0,25.0,19.75,7,243,26.56,59.22,Cloudy,6.96,1.0,0,0.54,0.42
"07:03:2025, 12:27",CRT,15.0,25.0,19.96,13,383,27.57,28.09,Clear,5.69,1.0,0,0.69,0.43
"18:05:2025, 19:45",COL,2.0,8.0,6.48,11,272,39.19,35.93,Clear,5.93,1.0,0,0.46,0.67
"22:06:2025, 17:39",CRT,15.0,25.0,20.49,19,462,38.2,40.45,Clear,2.5,1.0,0,0.34,0.54
"19:05:2025, 10:06",FRO,-30.0,-18.0,-25.45,15,335,42.63,25.77,Clear,5.7,1.0,0,0.48,0.39
"14:04:2025, 18:30",FRO,-30.0,-18.0,-25.83,15,380,23.88,48.08,Clear,10.13,1.0,0,0.51,0.34
"16:05:2025, 02:18",FRO,-30.0,-18.0,-25.28,14,478,43.57,47.84,Clear,5.98,1.0,0,0.48,0.41
"06:01:2026, 10:36",PIL,2.0,8.0,9.42,17,630,21.09,42.6,Cloudy,4.08,1.0,0,0.4,1.0
"20:07:2025, 00:51",CRT,15.0,25.0,20.34,7,247,41.19,45.85,Clear,3.1,1.0,0,0.39,0.5
"01:11:2025, 22:45",COL,2.0,8.0,4.84,8,331,16.95,69.61,Cloudy,5.81,0.96,0,0.77,0.45
"07:08:2025, 18:57",COL,2.0,8.0,7.24,11,353,38.35,97.0,Rainy,4.87,1.0,0,0.7,0.88
"12:07:2025, 04:12",PIL,2.0,8.0,6.81,8,230,44.7,24.3,Clear,3.92,1.0,0,0.52,0.71
"27:03:2025, 13:42",FRO,-30.0,-18.0,-22.03,17,603,26.88,12.01,Sandstorm,8.41,1.0,0,0.37,0.92
"08:07:2025, 05:42",FRO,-30.0,-18.0,-25.59,4,83,45.7,35.19,Clear,1.76,1.0,0,0.89,0.34
"27:02:2026, 21:54",FRO,-30.0,-18.0,-26.25,9,182,16.11,23.1,Clear,9.06,1.0,0,0.53,0.3
"20:08:2025, 09:42",FRO,-30.0,-18.0,-25.29,6,252,45.05,89.45,Rainy,5.07,1.0,1,0.54,0.53
"21:10:2025, 05:42",FRO,-30.0,-18.0,-25.68,8,286,31.91,27.92,Sandstorm,7.15,1.0,0,0.63,0.34
"15:07:2025, 10:36",PIL,2.0,8.0,7.23,11,463,42.66,33.86,Clear,0.5,1.0,0,0.48,0.78
"21:07:2025, 04:09",COL,2.0,8.0,7.2,10,408,43.97,44.8,Clear,2.31,1.0,0,0.4,0.78
"28:07:2025, 18:09",COL,2.0,8.0,6.42,10,310,37.34,48.7,Clear,3.23,1.0,0,0.64,0.65
"30:06:2025, 12:12",PIL,2.0,8.0,6.48,11,211,41.11,54.63,Clear,2.33,1.0,0,0.86,0.62
"11:03:2025, 21:48",PIL,2.0,8.0,5.5,5,187,25.17,54.39,Clear,7.9,1.0,0,0.76,0.49
"06:08:2025, 19:30",FRO,-30.0,-18.0,-25.46,8,273,38.68,93.82,Rainy,5.07,1.0,1,0.73,0.5
"29:03:2025, 16:48",PIL,2.0,8.0,6.3,14,507,25.1,23.52,Sandstorm,8.58,1.0,0,0.63,0.63
"09:01:2026, 03:00",PIL,2.0,8.0,4.68,5,137,21.01,58.25,Cloudy,1.98,0.9,0,0.33,0.48
"14:08:2025, 16:30",FRO,-30.0,-18.0,-25.5,8,220,38.81,96.81,Rainy,6.32,1.0,1,0.38,0.52
"16:04:2025, 19:30",FRO,-30.0,-18.0,-26.06,3,106,24.91,27.19,Clear,7.91,1.0,0,0.58,0.31
"30:01:2026, 22:36",PIL,2.0,8.0,4.47,2,52,16.53,51.05,Cloudy,7.6,0.94,0,0.76,0.41
"05:09:2025, 23:39",CRT,15.0,25.0,20.19,8,180,39.69,49.93,Clear,6.43,1.0,0,0.58,0.46
"06:08:2025, 17:03",CRT,15.0,25.0,20.82,14,470,37.74,88.64,Rainy,4.06,1.0,0,0.65,0.64
"20:05:2025, 16:12",PIL,2.0,8.0,7.29,15,597,39.16,55.63,Cloudy,5.21,1.0,0,0.29,0.82
"22:03:2025, 18:33",COL,2.0,8.0,5.6,14,272,23.73,13.19,Sandstorm,9.33,1.0,0,0.42,0.55
"16:11:2025, 16:57",COL,2.0,8.0,4.74,13,323,15.95,41.03,Clear,3.24,0.94,0,0.44,0.48
"03:01:2026, 13:39",CRT,15.0,25.0,19.43,11,279,17.42,69.21,Cloudy,3.56,0.94,0,0.68,0.38
"02:03:2025, 17:39",CRT,15.0,25.0,19.93,11,447,24.87,52.51,Clear,6.63,1.0,0,0.69,0.43
"05:01:2026, 06:36",PIL,2.0,8.0,4.81,5,172,21.49,48.01,Cloudy,2.34,0.93,0,0.61,0.45
"26:10:2025, 05:03",CRT,15.0,25.0,20.04,9,142,32.61,14.13,Sandstorm,7.09,1.0,0,0.78,0.4
"01:06:2025, 15:12",PIL,2.0,8.0,12.25,14,659,38.44,89.23,Rainy,3.85,1.0,1,0.8,1.0
"03:03:2025, 10:27",CRT,15.0,25.0,20.25,13,496,31.34,50.65,Clear,6.26,1.0,0,0.66,0.48
"24:09:2025, 12:09",COL,2.0,8.0,7.61,17,514,41.29,38.03,Clear,8.42,1.0,0,0.85,0.76
"07:07:2025, 00:18",FRO,-30.0,-18.0,-25.74,3,54,41.69,35.08,Clear,3.77,1.0,0,0.65,0.34
"16:09:2025, 00:06",FRO,-30.0,-18.0,-25.61,3,66,40.96,27.67,Clear,9.43,1.0,0,0.41,0.36
"30:05:2025, 12:06",FRO,-30.0,-18.0,-25.52,11,242,43.1,26.3,Sandstorm,3.76,1.0,0,0.86,0.35
"27:05:2025, 15:51",CRT,15.0,25.0,20.56,16,558,37.17,60.22,Cloudy,5.07,1.0,0,0.63,0.52
"13:06:2025, 16:18",FRO,-30.0,-18.0,-21.2,14,679,39.36,91.22,Rainy,2.65,1.0,1,0.57,0.92
"18:11:2025, 09:54",FRO,-30.0,-18.0,-22.22,17,702,21.93,51.37,Clear,2.5,1.0,0,0.53,0.92
"03:09:2025, 07:57",COL,2.0,8.0,7.08,5,178,45.23,53.09,Clear,9.36,1.0,0,0.84,0.67
"16:02:2026, 15:00",PIL,2.0,8.0,9.46,18,660,16.12,25.15,Clear,7.88,1.0,0,0.53,1.0
"24:12:2025, 17:03",CRT,15.0,25.0,19.61,13,483,15.72,21.62,Sandstorm,1.54,1.0,0,0.98,0.38
"20:02:2026, 21:33",COL,2.0,8.0,4.54,3,107,15.63,34.99,Clear,8.66,0.96,0,0.89,0.4
"27:05:2025, 11:18",FRO,-30.0,-18.0,-25.53,10,255,42.53,63.04,Cloudy,4.52,1.0,0,0.44,0.38
"25:01:2026, 15:12",PIL,2.0,8.0,4.67,12,279,16.44,63.29,Cloudy,5.88,0.92,0,0.85,0.43
"04:03:2025, 14:27",CRT,15.0,25.0,19.88,14,392,25.25,24.75,Clear,6.13,1.0,0,0.79,0.42
"08:01:2026, 04:15",CRT,15.0,25.0,19.57,9,275,21.25,49.22,Cloudy,3.55,1.0,0,0.37,0.43
"08:02:2026, 07:51",CRT,15.0,25.0,19.56,4,83,22.47,30.01,Clear,7.31,1.0,0,0.37,0.4
"07:01:2026, 02:21",COL,2.0,8.0,5.25,10,376,20.57,46.95,Cloudy,4.03,1.0,0,0.31,0.55
"23:11:2025, 06:48",PIL,2.0,8.0,4.64,5,94,21.87,45.18,Clear,2.95,0.88,0,0.77,0.41
"15:06:2025, 13:27",CRT,15.0,25.0,20.4,12,338,39.85,42.85,Cloudy,2.64,1.0,0,0.41,0.51
"10:04:2025, 00:24",PIL,2.0,8.0,5.46,3,63,28.5,59.47,Cloudy,7.17,1.0,0,0.68,0.49
"11:04:2025, 18:24",PIL,2.0,8.0,5.92,12,442,22.49,47.61,Cloudy,9.23,1.0,0,0.69,0.57
"12:07:2025, 14:42",FRO,-30.0,-18.0,-25.45,11,424,39.85,35.16,Clear,2.56,1.0,0,0.53,0.39
"02:11:2025, 10:39",CRT,15.0,25.0,19.61,9,313,20.93,68.15,Cloudy,5.26,1.0,0,0.88,0.38
"17:09:2025, 19:51",CRT,15.0,25.0,20.11,4,32,37.75,32.15,Clear,8.67,1.0,0,0.31,0.45
"05:10:2025, 18:42",FRO,-30.0,-18.0,-25.98,13,259,22.88,28.07,Clear,8.18,1.0,0,0.68,0.32
"25:06:2025, 22:39",CRT,15.0,25.0,20.34,7,299,39.72,23.0,Clear,1.92,1.0,0,0.54,0.49
"09:01:2026, 16:39",CRT,15.0,25.0,19.1,7,121,14.13,45.44,Cloudy,3.1,0.76,0,0.35,0.34
"17:06:2025, 08:51",CRT,15.0,25.0,20.44,10,227,44.4,50.69,Cloudy,0.98,1.0,0,0.32,0.52
"13:11:2025, 22:27",CRT,15.0,25.0,19.33,7,248,15.9,36.74,Clear,3.61,0.89,0,0.37,0.39
"04:08:2025, 20:15",CRT,15.0,25.0,20.7,8,352,38.97,89.83,Rainy,3.61,1.0,0,0.8,0.6
"28:02:2026, 09:48",PIL,2.0,8.0,5.57,17,350,20.95,51.83,Clear,8.99,1.0,0,0.79,0.51
"24:01:2026, 11:54",FRO,-30.0,-18.0,-26.21,10,234,20.34,59.05,Cloudy,5.74,0.96,0,0.82,0.29
"17:10:2025, 21:54",FRO,-30.0,-18.0,-26.27,1,31,24.65,26.29,Sandstorm,6.78,0.89,0,0.48,0.29
"31:10:2025, 17:42",FRO,-30.0,-18.0,-25.96,21,375,24.25,50.84,Cloudy,4.98,1.0,0,0.87,0.32
"06:11:2025, 08:27",CRT,15.0,25.0,19.74,15,379,22.06,32.19,Clear,4.75,1.0,0,0.52,0.43
"10:05:2025, 04:33",COL,2.0,8.0,7.06,8,193,44.43,54.69,Clear,8.1,1.0,0,0.73,0.69
"08:04:2025, 19:42",FRO,-30.0,-18.0,-25.99,6,191,24.52,65.65,Cloudy,9.63,1.0,0,0.74,0.31
"01:05:2025, 13:00",PIL,2.0,8.0,7.32,16,414,40.8,29.97,Clear,8.68,1.0,0,0.78,0.73
"18:04:2025, 02:18",FRO,-30.0,-18.0,-25.84,2,124,31.75,22.99,Clear,7.12,1.0,0,0.37,0.34
"18:12:2025, 09:51",CRT,15.0,25.0,19.96,18,590,21.0,57.09,Cloudy,0.81,1.0,0,0.64,0.45
"03:03:2025, 15:00",PIL,2.0,8.0,5.99,14,524,25.26,53.4,Clear,5.51,1.0,0,0.83,0.59
"15:08:2025, 10:00",PIL,2.0,8.0,8.68,12,482,43.19,88.2,Rainy,5.86,1.0,1,0.38,1.0
"12:03:2025, 07:15",CRT,15.0,25.0,19.8,7,111,31.92,61.42,Cloudy,6.99,1.0,0,0.83,0.39
"24:04:2025, 11:15",CRT,15.0,25.0,20.33,11,485,29.07,31.63,Clear,8.44,1.0,0,0.52,0.48
"16:04:2025, 09:21",COL,2.0,8.0,6.37,15,335,31.36,38.98,Clear,9.56,1.0,0,0.51,0.64
"15:08:2025, 04:45",COL,2.0,8.0,7.02,4,126,45.07,91.04,Rainy,6.32,1.0,1,0.35,1.0
"12:09:2025, 04:24",PIL,2.0,8.0,7.2,13,270,43.85,29.35,Clear,9.39,1.0,0,0.31,0.76
"07:03:2025, 20:09",COL,2.0,8.0,5.56,11,418,23.23,35.77,Clear,6.14,1.0,0,0.81,0.53
"26:04:2025, 12:57",COL,2.0,8.0,6.01,10,296,28.07,50.0,Clear,8.32,1.0,0,0.63,0.58
"18:06:2025, 04:06",FRO,-30.0,-18.0,-25.57,9,157,44.14,55.28,Cloudy,2.48,1.0,0,0.34,0.38
"09:08:2025, 13:18",FRO,-30.0,-18.0,-25.22,12,358,41.04,91.64,Rainy,4.87,1.0,0,0.59,0.47
"26:02:2026, 18:57",COL,2.0,8.0,5.61,15,565,14.78,51.77,Clear,8.02,1.0,0,0.76,0.53
"12:10:2025, 06:48",PIL,2.0,8.0,6.21,3,257,31.81,57.48,Cloudy,7.65,1.0,0,0.43,0.62
"17:01:2026, 02:48",PIL,2.0,8.0,5.35,11,429,20.19,15.97,Sandstorm,2.97,1.0,0,0.54,0.54
"03:06:2025, 00:48",PIL,2.0,8.0,7.03,5,268,40.77,99.74,Rainy,4.46,1.0,1,0.87,0.93
"26:10:2025, 07:51",CRT,15.0,25.0,19.81,10,137,31.54,19.0,Sandstorm,5.56,1.0,0,0.82,0.39
"16:01:2026, 02:39",CRT,15.0,25.0,19.39,5,132,21.2,12.83,Sandstorm,3.64,0.9,0,0.55,0.37
"13:11:2025, 18:36",PIL,2.0,8.0,5.02,13,471,14.76,27.65,Clear,3.94,1.0,0,0.39,0.52
"27:04:2025, 22:54",FRO,-30.0,-18.0,-26.01,3,100,26.62,46.28,Clear,8.91,1.0,0,0.67,0.31
"23:03:2025, 01:12",PIL,2.0,8.0,5.27,4,122,28.78,16.65,Sandstorm,6.69,1.0,0,0.46,0.52
"04:08:2025, 04:09",COL,2.0,8.0,7.38,6,295,44.27,95.32,Rainy,3.17,1.0,1,0.78,1.0
"06:01:2026, 02:12",PIL,2.0,8.0,4.36,2,52,19.65,69.42,Cloudy,4.05,0.81,0,0.38,0.44
"16:06:2025, 23:45",COL,2.0,8.0,6.7,8,324,40.33,67.1,Cloudy,2.73,1.0,0,0.38,0.71
"20:02:2026, 15:57",COL,2.0,8.0,5.13,17,296,17.12,23.83,Clear,7.42,1.0,0,0.75,0.45
"03:09:2025, 08:18",FRO,-30.0,-18.0,-25.27,14,307,44.9,24.49,Clear,7.4,1.0,0,0.92,0.36
"24:02:2026, 00:48",PIL,2.0,8.0,5.06,6,239,18.01,31.0,Clear,7.84,1.0,0,0.73,0.44
"28:04:2025, 23:24",PIL,2.0,8.0,5.38,4,71,27.31,53.32,Clear,7.48,1.0,0,0.74,0.47
"18:03:2025, 09:12",PIL,2.0,8.0,5.28,4,87,29.98,55.34,Cloudy,6.94,1.0,0,0.55,0.51
"01:02:2026, 16:57",COL,2.0,8.0,4.9,16,419,14.87,47.37,Cloudy,5.85,0.99,0,0.67,0.48
"21:07:2025, 03:48",PIL,2.0,8.0,6.26,6,14,44.54,25.9,Clear,2.0,1.0,0,0.53,0.62
"03:10:2025, 05:06",FRO,-30.0,-18.0,-25.96,3,16,31.06,38.71,Clear,9.65,1.0,0,0.87,0.29
"30:08:2025, 03:30",FRO,-30.0,-18.0,-25.24,16,380,43.79,38.12,Clear,8.54,1.0,0,0.79,0.37
"10:04:2025, 06:42",FRO,-30.0,-18.0,-25.82,5,98,33.22,53.63,Cloudy,8.54,1.0,0,0.94,0.3
"09:06:2025, 08:00",PIL,2.0,8.0,8.06,11,403,44.99,95.91,Rainy,1.17,1.0,0,0.7,1.0
"27:06:2025, 15:36",PIL,2.0,8.0,6.39,11,268,38.2,24.32,Clear,0.9,1.0,0,0.6,0.65
"26:09:2025, 12:48",PIL,2.0,8.0,7.14,13,339,40.92,34.9,Clear,9.01,1.0,0,0.65,0.71
"30:04:2025, 10:03",CRT,15.0,25.0,24.01,17,631,28.97,46.69,Clear,8.42,1.0,0,0.75,0.92
"25:02:2026, 14:15",CRT,15.0,25.0,19.72,12,391,16.67,34.14,Clear,8.85,1.0,0,0.66,0.4
"26:07:2025, 20:18",FRO,-30.0,-18.0,-25.74,7,160,38.27,52.35,Clear,3.59,1.0,0,0.62,0.35
"09:08:2025, 01:24",PIL,2.0,8.0,7.7,8,344,43.29,95.94,Rainy,3.83,1.0,0,0.7,0.94
"04:06:2025, 13:12",PIL,2.0,8.0,7.13,14,292,41.27,93.09,Rainy,3.12,1.0,1,0.83,0.95
"07:02:2026, 10:30",FRO,-30.0,-18.0,-26.02,9,332,19.03,51.04,Clear,7.46,1.0,0,0.4,0.34
"25:07:2025, 03:21",COL,2.0,8.0,6.48,5,118,44.07,40.54,Clear,2.88,1.0,0,0.54,0.66
"02:01:2026, 07:12",PIL,2.0,8.0,4.88,6,186,21.96,68.67,Cloudy,3.69,0.95,0,0.71,0.45
"26:08:2025, 18:39",CRT,15.0,25.0,20.35,10,338,38.59,68.38,Cloudy,5.98,1.0,0,0.78,0.47
"10:11:2025, 07:39",CRT,15.0,25.0,19.67,10,338,21.77,38.28,Clear,4.63,1.0,0,0.31,0.45
"25:12:2025, 15:48",PIL,2.0,8.0,5.02,11,415,16.5,23.13,Sandstorm,0.5,1.0,0,0.91,0.45
"24:04:2025, 00:24",PIL,2.0,8.0,5.69,11,212,26.71,44.32,Clear,9.3,1.0,0,0.48,0.55
"14:01:2026, 22:18",FRO,-30.0,-18.0,-26.41,5,134,16.8,13.33,Sandstorm,4.49,0.82,0,0.58,0.27
"22:06:2025, 04:00",PIL,2.0,8.0,6.47,5,175,42.21,48.22,Clear,1.01,1.0,0,0.35,0.68
"25:06:2025, 01:18",FRO,-30.0,-18.0,-25.7,3,72,42.27,24.09,Clear,2.35,1.0,0,0.55,0.35
"08:02:2026, 02:57",COL,2.0,8.0,5.51,10,357,19.97,22.94,Clear,7.29,1.0,0,0.45,0.54
"14:11:2025, 06:51",CRT,15.0,25.0,19.6,8,265,22.16,48.37,Clear,4.69,1.0,0,0.45,0.42
"27:06:2025, 08:36",PIL,2.0,8.0,7.34,17,422,45.35,31.82,Clear,0.5,1.0,0,0.68,0.76
"30:04:2025, 13:12",PIL,2.0,8.0,6.5,14,559,26.07,23.22,Clear,7.83,1.0,0,0.73,0.64
"26:06:2025, 19:39",CRT,15.0,25.0,20.04,4,125,37.55,52.65,Clear,2.78,1.0,0,0.64,0.43
"28:04:2025, 20:57",COL,2.0,8.0,5.97,9,372,25.19,22.82,Clear,8.4,1.0,0,0.56,0.58
"23:11:2025, 12:45",COL,2.0,8.0,5.03,12,369,18.07,46.27,Clear,3.48,1.0,0,0.6,0.49
"12:04:2025, 19:57",COL,2.0,8.0,5.58,6,243,24.38,28.98,Clear,8.96,1.0,0,0.72,0.51
"19:03:2025, 21:57",COL,2.0,8.0,5.88,7,313,25.99,66.06,Cloudy,7.25,1.0,0,0.41,0.59
"19:10:2025, 21:51",CRT,15.0,25.0,19.62,3,65,24.59,25.35,Sandstorm,7.15,1.0,0,0.58,0.38
"21:10:2025, 08:30",FRO,-30.0,-18.0,-25.73,12,389,31.55,23.41,Sandstorm,5.86,1.0,0,0.58,0.36
"20:05:2025, 07:48",PIL,2.0,8.0,6.4,4,78,44.37,68.14,Cloudy,5.26,1.0,0,0.43,0.66
"28:09:2025, 21:09",COL,2.0,8.0,6.78,6,244,39.42,26.03,Clear,8.63,1.0,0,0.81,0.65
"19:08:2025, 13:24",PIL,2.0,8.0,8.25,16,467,40.36,96.32,Rainy,7.38,1.0,0,0.35,1.0
"10:03:2025, 06:15",CRT,15.0,25.0,19.82,4,112,32.4,31.2,Clear,5.39,1.0,0,0.87,0.39
"20:04:2025, 20:06",FRO,-30.0,-18.0,-26.0,11,189,24.16,40.66,Clear,9.17,1.0,0,0.39,0.33
"13:04:2025, 22:54",FRO,-30.0,-18.0,-25.95,5,194,25.91,47.91,Clear,9.95,1.0,0,0.43,0.33
"12:02:2026, 23:09",COL,2.0,8.0,4.79,6,146,17.54,26.61,Clear,9.17,1.0,0,0.36,0.48
"12:02:2026, 08:27",CRT,15.0,25.0,19.88,16,365,21.59,54.38,Clear,8.56,1.0,0,0.53,0.42
"05:11:2025, 06:33",COL,2.0,8.0,5.01,8,212,22.74,44.29,Cloudy,5.65,0.98,0,0.59,0.47
"21:09:2025, 00:51",CRT,15.0,25.0,20.38,5,151,40.83,30.65,Clear,8.71,1.0,0,0.64,0.46
"01:08:2025, 18:45",COL,2.0,8.0,6.62,12,387,37.45,55.91,Cloudy,4.87,1.0,0,0.89,0.65
"13:12:2025, 18:54",FRO,-30.0,-18.0,-26.18,19,453,14.63,30.47,Clear,0.85,1.0,0,0.43,0.34
"12:07:2025, 15:45",COL,2.0,8.0,6.71,12,360,39.36,43.59,Clear,2.11,1.0,0,0.59,0.69
"26:10:2025, 15:12",PIL,2.0,8.0,5.74,11,279,25.28,15.55,Sandstorm,7.1,1.0,0,0.98,0.5
"10:08:2025, 18:00",PIL,2.0,8.0,8.28,19,532,37.66,95.09,Rainy,4.85,1.0,1,0.49,1.0
"04:06:2025, 05:09",COL,2.0,8.0,7.18,7,216,44.28,93.98,Rainy,3.77,1.0,1,0.8,0.96
"20:05:2025, 21:48",PIL,2.0,8.0,6.15,6,134,39.47,69.12,Cloudy,5.6,1.0,0,0.44,0.63
"11:07:2025, 01:36",PIL,2.0,8.0,6.71,5,243,43.06,44.88,Clear,2.67,1.0,0,0.46,0.7
"01:10:2025, 00:36",PIL,2.0,8.0,5.68,5,134,29.11,51.95,Clear,9.61,1.0,0,0.72,0.52
"28:04:2025, 06:15",CRT,15.0,25.0,20.13,8,179,33.54,23.33,Clear,8.32,1.0,0,0.51,0.44
"16:05:2025, 16:39",CRT,15.0,25.0,24.17,17,631,37.43,45.77,Clear,6.28,1.0,0,0.44,0.92
